Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Programs,Token1Multiplier,Token2Multiplier
3ZAHrruZhF3UyqPXuqw3QmPfCUUydF9iJ1R3Y4KXuFoKSVnFNxB1KcAM2K7G9jFDw3wUmLechoREBdawzKeLmDUB,1782757569,2026-06-29T18:26:09.000Z,ACTIVITY_TOKEN_SWAP,A1EK9e55x7XA9BDdsSeXf9mNnj3YKAEz3xeKaSQFnSA5,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,919984,9,0.06934,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
5MmuzgzyN4ERpRspmNadxirDaMctLTqevfN2tXHYVr62hmtyZx4HYcTPZVaDSwQVjgtBZkLqNEqb7K1hdwZ7VeRW,1782757569,2026-06-29T18:26:09.000Z,ACTIVITY_TOKEN_SWAP,7GqoP4hE2narSdWk34H2DPVCMqRnx4CEKVzb66ZSkLCM,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,69309,6,0.06931,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
55d4gJSsf8x6D5EjYhQxXonTqKZFeQoAgoJQKK1BnNxRwRxUdcmPL5S5Mgza6Ze36ynQRLeJVLVmHQ7xBZWgjAac,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,CBruJd82xYHCDhiMkaDsGghkKCZBHkuhPr1uhtgxgk9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,926354,9,0.06983,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|REALQqNEomY6cQGZJUGwywTBD2UmDT32rZcNnfxQ5N2,1.0,1.0
ezbkoSExdYfSY2BmpiWQGaAuLPNfyUTC2KbkLcKY43BnTgMbTggEq7mqWHQAeE6WyhYpJd2XmeytkYg5v8YTiov,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,aYcU3B2UsbeLZcs796mLMrAxKJ4KG5tUdGvBtdHftZd,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,915677,9,0.06903,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
Ebzf1GMzFWnHvu3Lc9dzUn7wmfS3iRkPFtcdEQAUyUZ6FDMmXbosYwx9g7cLcKRj2VZ6sqx2aRsXSZi7TrUueqA,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,Fa7XQKdEf8qjmyCXomGbAtzwp5somXUEkMoabnpDHKkb,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,920312,9,0.06936,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
dpb2jAkHj89brxWB255Rg32zqptot7CgyZscVmSJBQ4DpTjtNNryn3bCctMh2hydduTuEY7LkQT1S29kbMH7Z5s,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,A2fqJgnJPruSCdfBUJ6kL5eZ4PSwRLmvSrkFj4CGtueR,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,927097,9,0.06987,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|REALQqNEomY6cQGZJUGwywTBD2UmDT32rZcNnfxQ5N2,1.0,1.0
3TNnYwBgjHbr9qak2z3JaHBD6hkdcuV4AbMofMeZyDifTUGahqVSctVqCXGvwx8QzD89jJ1zbRhjCRPeRFWdRBNw,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,7s4qWe33W2YLjyPvtMFmNDkTxdqUFaXW3dwGN7cCEuZR,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,916041,9,0.06904,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
34x1ypwPQHLj7qEabh3GM7a7qzo4fTC37PAPaWzMRpsDjaC3eGUE4S9f8gTtebSHi8fhFuxaaz6npe5ypgyK6G8m,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,5NRMT31YosPSJeZdJEu9X1HFJkgfyee6D3CzYCG9XghY,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,917287,9,0.06913,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
2cQ5e1LQZUSLP9m7MkvLqvb591tTUsgHeo9mgGcDyTbJAFNecGPQFYViaAHDeNKvLCAdTsEq4FUi1SXZje8yvK5r,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,EpYL5c4LnJg6GJfYuKtCK38TW9a62HtWUb69T7k5pUdx,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,918442,9,0.06923,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
3nykQ7ru9hLqGrdw59Ty23M73uW4euyXv7ph5hHmTGtCHmzrCtdbb7Bx7QkzgPt6bjRH99RM7N7Szi64A8pPoBe7,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,Eydd4s1yRURVe4SSxtanhgULf625W1Y2Mcgn8kJ8TEfs,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,920715,9,0.06941,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
4dZkyuxCH5YTdzTSaC5qExf3nC3dykUmafeS7HGaN42Z3KUAZ9u9W1XnB9pPUBqDK5MMnjU19MseJjDmmjqXjn8n,1782757568,2026-06-29T18:26:08.000Z,ACTIVITY_TOKEN_SWAP,9CWKb9Jy1idFNtyBdquRh2GpA6T3qbqtPZGoVEY9PJuA,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,919779,9,0.06934,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
4Ws7K7qMspdUyMUGp8NcjZHHiABcu8t2EGQy9KwCBdGrw1i4vzXjeDCt9xHVEahUNmh47VDXUawcx8Pj7Ftou8WU,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,HB5mFFE4MkARVmBibrzTbEwhgh2bhQtP6d1mf7hLxZtt,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,920923,9,0.06952,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
NTn9TSGp7MPqL9mvLD554zXwQ3M1qpPB7bdWfM6AEK1PEnfNHLAkBVVchktDKGe6XkkJ7okxhvYsJqi3VZiBuCU,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,DZESHyH8HRwKPTXQKDjEqhYV6btnmBE4T7SYR4rYVbQ,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,921024,9,0.06953,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
pWJhM3mNwviDxWmVW37SBK4pGDTcNcR6uqeUSUu1Q8pCDRZKzPAo8HUS4n6PTH4Xq1QZ3971T2BM2PHoLMbULyE,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,4jdZaTWciy6fDtNYmxnbmKXHujGXp5D3eXJVGmzt3bd9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,921139,9,0.06953,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
66BL78kVzAqJZ1BvgYf7YRj6i2yw2RVPE9fDs5X9jTUGofPLPxvcsRYprWLWfw2VBGzchKrbJFVYKhsg89wHcx7u,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,AxaSwwRLXQVPdfTeDTWj4ybWi3fsFZSqbVXVA7SXL3cc,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,914520,9,0.06903,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
zkPHnageYzCuhqT7tYM9j1D22NvGECeV5JRyzyPg456EJi2MHWX2mhpEZW1TrKke3d8eM2REwjcjfytq1MrKZAW,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,3yvooNN617ghaPovMEVD3eTcxDyYFdGYRzgLyf49SWFC,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,915798,9,0.06915,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
TSD349D1B572nRG1owAEkrmEv3sPSUxuT1B7BQEVhnrR63JLaQaGprpMFEZ2Lj2fWbixSQZzyiC35tHt5xLdc2t,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,3b6ScTdKaiW6R8E2CtocYjDY1AsjhsKMpcHqwsKYf1g4,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,916931,9,0.06924,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
4NbPn8pVZB2zPRDxYQZ8RwM6j1vqXESBm4R6N9hKLuDfSvSbEuAW9FJCPyiXPhGEDJtntG4VYWcu6aHou431ju1c,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,7oDondUUW8yNxDuQtntTXN7raZKdXXGeHYkBSxv2FySD,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,921548,9,0.06959,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
5NK5BG4c8Do6wrME2w7gV6cS2QitPeAgqJKBg5mLjoiHPBskvngw69tSt6C5mhK2cC1vPuEpjPwBT1PCErne6AbP,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,F4okFrUeB1DPNY5MEY1uvMMDhXCYdWUsFnwvesqcW585,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,919411,9,0.06933,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
5RryqPizWoPfXM4vHcac1HVvnxs351bC98YPbM3d1geEYmhux2iJB6HiMsF1bR7Htp1FjYf44fgoNvbhf7EjmBoT,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,JECAY2FFZ1ff5BRza3VPcTmRRbMtjQ6FEx8kmH9xWPLg,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,919965,9,0.06937,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
3MXqWjcV3FYxvY689Xv3QECcTFtmB8ZuXm1VBQjPqMaDv25nXardua29iNeSTxHCQXK2sh1JxwjrS2Hf41Qx23w9,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,HNzSEx1GBsGfhzScQx5essALJj58uKKuNf3pwzxj1XX9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,920442,9,0.06941,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
5fhW47Eaovq5ceTNiFpLG6DBaUsqH7MJiyoL2ECn87H6zbQriot5MP2QyVqwAnYUAipr7c57Jo65esu8wenveGBx,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,C2nH2j1vzvh7tC39k42LFkARKbNqtWBgNPSQvv1ZcJRY,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,920687,9,0.06942,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
UDhqXKuPvJyUX6UkcwZG9NmaJwDhqTyaCTCzuk2jWCgLzobWMTVGYYET2qdk5DkaSKnzaRaxnex4VeCL4ERsGhf,1782757567,2026-06-29T18:26:07.000Z,ACTIVITY_TOKEN_SWAP,9kLcwMqeJCrJr8fyoGViww2pgEcREBXBxFDJVTuA5QL5,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,921843,9,0.06951,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
e4m4FnNteSsthxjMKcwHneifMpRRLwHBrpFpW8S3DERneSsH31U6vc4Qwy9yXXEqDHT6nxru6amsBoyhs723jC8,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,FZ5xkiMnRv8Zn1UBpioPA4Fr4cEZ6nEXHTVQTvVAHHNk,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,922152,9,0.0696,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
47rydE2VaJBSpxGFfkhPe9Sg8WfB9341wKzTfHf3hrHFDUBCkHzn1hcvcLVpDSCyp6ppD4Wjk8P7gZmkuNfuYimw,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,2UrPYguZ8PipBgpwUXGYUkQQLu3FMkGMpsQbkeAkYxSY,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,922254,9,0.06961,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
dJQvACKop3CqgrtavgPZbq8UemZSMXUGihgqvtVo1msWidBfXTctCxAMmznCKazp1y34kXhTET3hh4CvLZNJwdC,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,4LNGq5wZohw2QMgBoDPhTXQXUvWEs58WgPzbt3JphtYu,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,917849,9,0.06927,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
VDLsikgeW5mJ4MjPD1aPn7jKq4KRkfCo46adamLqPZnj26G9yUcYrcmh3mwJZGxjE9STu62WChF8k44VfKYEu17,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,7sJTAtvM4eyWVgMo4WUuFyTLvMKW4F1UCtsBCMJG4wkJ,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,919072,9,0.06937,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
4N2vrymBhkF684hND8BqyZWdK5jtSA3KytUj3ZiGC58Qb9RpuA1f514MeL5DzHZBLtk3N4PumBM49JiEP61YzWuL,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,FQLkLj6333fvt8mmLwD9oXsjhcuWHL8qTfBzweSRoG2L,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,920117,9,0.06945,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
pwVrzCWd4uqWiiH3dn3J4YQb2N4Svf9jYQHQgnVi7hhQXKSBg3gnMmxNCi3k64qRBnAPFt26BxQa4zMR9RauaKR,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,5ZD33XGMc637b3X2ayeavqbNkvyyxZFWhpiVUMpqFVoQ,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,921277,9,0.0695,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
37ZTySQdR2aERgVkfCwkNyurv15BnJn6t12WuuoLSKH346WC9PrChXyApdsenG9mXLxFXxVVcgNRg6AzK6LTNX8w,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,9Ksi24xabuostJ9WdyJMzPzpQFgQjp8UWVCHDvP1ph5y,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,917436,9,0.06921,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
4UTHW1eEESzD379RvhjdbArhfPrZyAC7kEzHqAhR1fohrcaSMSxqs9sXDyC39s7QkFPJ11udNwLVEwSU87J5L6Zv,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,E1JZnHa4sBe3LSXNanGaggEwjQ77DhKbQB2FzN37yMjF,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,919455,9,0.06936,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
4ciqPfeMKncmaGPfuCSVGCWufG6mPS5ykiB4DypcCFe9M8znCKGFwpS91MBy9TpF7eZo8t5VBgv5rJUBTgf5xnwa,1782757566,2026-06-29T18:26:06.000Z,ACTIVITY_TOKEN_SWAP,6DrCcxd8DFhSUvqesrRwft5MkoerWvagX6BwqojT8kk,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2000000000,9,So11111111111111111111111111111111111111112,919702,9,0.06938,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
